"title_clean","title","n_records","databases","years"
"virtual realitybased psychoeducation for dementia caregivers the link between caregivers characteristics and their sense of presence","Virtual Reality-Based Psychoeducation for Dementia Caregivers: The Link between Caregivers' Characteristics and Their Sense of Presence.",2,"Embase+PubMed","2024"
"virtual realitybased simulation intervention for enhancing the empathy of informal caregivers of people with dementia a mixedmethods systematic review","Virtual reality-based simulation intervention for enhancing the empathy of informal caregivers of people with dementia: A mixed-methods systematic review.",2,"Embase+PubMed","2024"
"virtual realitybased training in patients with alzheimers disease a systematic review and metaanalysis","Virtual reality-based training in patients with alzheimer's disease: A systematic review and meta-analysis.",2,"Embase+PubMed","2026"
"virtual simulation training imaged experience of dementia","Virtual simulation training: Imaged experience of dementia.",2,"Embase+PubMed","2019"
"virtually supportive a feasibility pilot study of an online support group for dementia caregivers in a 3d virtual environment","Virtually supportive: a feasibility pilot study of an online support group for dementia caregivers in a 3D virtual environment.",2,"Embase+PubMed","2014"
"visual assessment of 18fflutemetamol pet images can detect early amyloid pathology and grade its extent","Visual assessment of [(18)F]flutemetamol PET images can detect early amyloid pathology and grade its extent.",2,"Embase+PubMed","2021"
"visual reproduction on the wechsler memory scalerevised as a predictor of alzheimers disease in japanese patients with mild cognitive impairments","Visual reproduction on the Wechsler Memory Scale-Revised as a predictor of Alzheimer's disease in Japanese patients with mild cognitive impairments.",2,"Embase+PubMed","2013"
"visualization of the functional neural circuit breakdown process in a mouse model of alzheimers disease and application to the development of new therapies","Visualization of the functional neural circuit breakdown process in a mouse model of Alzheimer's disease and application to the development of new therapies].",2,"Embase+PubMed","2023"
"vr is the future perspectives of healthcare professionals on virtual reality as a diagnostic tool for dementia status in primary care","VR is the future"": perspectives of healthcare professionals on virtual reality as a diagnostic tool for dementia status in primary care.",2,"Embase+PubMed","2024"
"vrbased gamma sensory stimulation a feasibility study","VR-based Gamma Sensory Stimulation: A feasibility study",2,"Embase","2025"
"vrbased gamma sensory stimulation a pilot feasibility study","VR-based gamma sensory stimulation: a pilot feasibility study.",2,"Embase+PubMed","2025"
"vrbased path integration predicts individual risk of rapid cortical decline a oneyear longitudinal study in cognitively unimpaired adults","VR-based path integration predicts individual risk of rapid cortical decline: a one-year longitudinal study in cognitively unimpaired adults.",2,"Embase+PubMed","2026"
"vrct randomized controlled trial evaluating the impact of virtual reality therapy on bpsd and qol of acute care inpatients with dementia","VRCT: Randomized Controlled Trial Evaluating the Impact of Virtual Reality Therapy on BPSD and QoL of Acute Care In-Patients With Dementia",2,"Embase","2022"
"vrxhome protocol a virtual reality athome intervention for persons living with dementia and their care partners","VRx@Home protocol: A virtual reality at-home intervention for persons living with dementia and their care partners.",2,"Embase+PubMed","2024"
"wayfinding in ageing and alzheimers disease within a virtual senior residence study protocol","Wayfinding in ageing and Alzheimer's disease within a virtual senior residence: study protocol.",2,"Embase+PubMed","2016"
"we dont feel so alone a qualitative study of virtual memory cafés to support social connectedness among individuals living with dementia and care partners during covid19","We Don't Feel so Alone"": A Qualitative Study of Virtual Memory Cafés to Support Social Connectedness Among Individuals Living With Dementia and Care Partners During COVID-19.",2,"Embase+PubMed","2021"
"wii fit exercises effects on muscle strength and fear of falling in older adults with alzheimer disease a randomized controlled trial","Wii Fit Exercise's Effects on Muscle Strength and Fear of Falling in Older Adults With Alzheimer Disease: A Randomized Controlled Trial.",2,"Embase+PubMed","2025"
"yogaa complementary and traditional medicine for human health","Yoga-A complementary and traditional medicine for human health.",2,"Embase+PubMed","2025"
