label,screening_id,database,title,abstract,author,year,journal,publication_type,doi_clean,pmid_clean,psychosocial_priority,screening_decision,exclusion_reason,screening_notes,screened_abstracts,note,notes,suggested_decision,suggested_reason_code,screening_confidence,screening_rationale,screening_rule_flags,manual_review_required,screening_method,possible_report_family,citation_mining_candidate
VRD1105|Computerized cognitive interventions for preventing dementia in peoplewithmild cognitive impairment: A systematic review with meta-analyses,VRD1105,Embase,Computerized cognitive interventions for preventing dementia in peoplewithmild cognitive impairment: A systematic review with meta-analyses,NA,NA,2022,Alzheimer's Dementia,NA,10.1002/alz.062090,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Review/bibliometric study; no primary intervention data,dementia_population; intervention_language; review; missing_abstract; title_dementia_population,no,rule_based_triage,,no
VRD1427|Concurrent Aerobic Exercise and Cognitive Training to Prevent Alzheimer's in At-risk Older Adults,VRD1427,Embase,Concurrent Aerobic Exercise and Cognitive Training to Prevent Alzheimer's in At-risk Older Adults,NA,NA,2016,clinicaltrials.gov,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit VR term in title and no abstract available,dementia_population; physical_or_cognitive_training; missing_abstract; title_dementia_population; clear_training_title,no,rule_based_triage,,no
VRD1320|Concurrent Aerobic Exercise and Cognitive Training to Prevent Alzheimer's in At-risk Older Adults (The Exergame Study),VRD1320,Embase,Concurrent Aerobic Exercise and Cognitive Training to Prevent Alzheimer's in At-risk Older Adults (The Exergame Study),NA,NA,2019,clinicaltrials.gov,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit VR term in title and no abstract available,dementia_population; physical_or_cognitive_training; missing_abstract; title_dementia_population; clear_training_title,no,rule_based_triage,,no
VRD1304|Consensus analyses in molecular docking studies applied to medicinal chemistry,VRD1304,Embase,Consensus analyses in molecular docking studies applied to medicinal chemistry,NA,NA,2020,Mini-Rev. Med. Chem,NA,10.2174/1389557520666200204121129,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD1235|Contribution of motor symptoms and cognition on virtual reality functional capacity assessment Tool (VRFCAT-SL) performance in Parkinson's disease,VRD1235,Embase,Contribution of motor symptoms and cognition on virtual reality functional capacity assessment Tool (VRFCAT-SL) performance in Parkinson's disease,NA,NA,2021,Neurology,NA,10.1212/wnl.96.15_supplement.1803,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,vr_technology; assessment_language; missing_abstract; title_vr_technology; clear_assessment_title,no,rule_based_triage,,no
VRD1405|Convergence and divergence across meta-analyses studying computerised cognitive training in older adults,VRD1405,Embase,Convergence and divergence across meta-analyses studying computerised cognitive training in older adults,NA,NA,2017,Alzheimer's Dementia,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Review/bibliometric study; no primary intervention data,review; physical_or_cognitive_training; missing_abstract; clear_training_title,no,rule_based_triage,,no
VRD1615|Convergent and discriminant validity of the CVLT (dementia version),VRD1615,Embase,Convergent and discriminant validity of the CVLT (dementia version),NA,NA,1999,J. Clin. Exp. Neuropsychol,NA,10.1076/jcen.21.4.553.878,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit VR term in title and no abstract available,dementia_population; missing_abstract; title_dementia_population,no,rule_based_triage,,no
"VRD0939|Correction to: Introducing and Familiarising Older Adults Living with Dementia and Their Caregivers to Virtual Reality (International Journal of Environmental Research and Public Health, (2022), 19, 23, (16343), 10.3390/ijerph192316343)",VRD0939,Embase,"Correction to: Introducing and Familiarising Older Adults Living with Dementia and Their Caregivers to Virtual Reality (International Journal of Environmental Research and Public Health, (2022), 19, 23, (16343), 10.3390/ijerph192316343)",NA,NA,2024,Int. J. Environ. Res. Public Health,NA,10.3390/ijerph21070911,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Correction/corrigendum or conference collection rather than a primary study,dementia_population; vr_technology; psychosocial_component; missing_abstract; title_dementia_population; title_vr_technology,no,rule_based_triage,,yes
"VRD0597|Correction: Flynn et al. Introducing and Familiarising Older Adults Living with Dementia and Their Caregivers to Virtual Reality. Int. J. Environ. Res. Public Health 2022, 19, 16343.",VRD0597,PubMed,"Correction: Flynn et al. Introducing and Familiarising Older Adults Living with Dementia and Their Caregivers to Virtual Reality. Int. J. Environ. Res. Public Health 2022, 19, 16343.",The authors would like to make the following corrections to the published article [...].,Flynn A; Barry M; Koh WQ; Reilly G; Brennan A; Redfern S; Casey D,NA,International journal of environmental research and public health,Published Erratum,NA,39063537,FALSE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Correction/corrigendum or conference collection rather than a primary study,dementia_population; vr_technology; psychosocial_component; title_dementia_population; title_vr_technology,no,rule_based_triage,,yes
VRD0596|Correction: Use of Virtual Reality and Augmented Reality Technologies to Support Resilience and Skill-Building in Caregivers of Persons With Dementia: A Scoping Review.,VRD0596,PubMed,Correction: Use of Virtual Reality and Augmented Reality Technologies to Support Resilience and Skill-Building in Caregivers of Persons With Dementia: A Scoping Review.,This corrects the article DOI: 10.7759/cureus.64082.].,Kokorelias KM; Chiu M; Paul S; Zhu L; Choudhury N; Craven CG; Dubrowski A; Redublo T; Kapralos B; Smith MSD; Shnall A; Sadavoy J; Burhan A,NA,Cureus,Published Erratum,NA,40873909,FALSE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Correction/corrigendum or conference collection rather than a primary study,dementia_population; vr_technology; psychosocial_component; review; title_dementia_population; title_vr_technology,no,rule_based_triage,,yes
VRD1572|Correlation of three methods for assessment of florbetapir F-18 PET (18F-AV45) amyloid deposition PET imaging-validation by pathology,VRD1572,Embase,Correlation of three methods for assessment of florbetapir F-18 PET (18F-AV45) amyloid deposition PET imaging-validation by pathology,NA,NA,2010,Eur. J. Nucl. Med. Mol. Imaging,NA,10.1007/s00259-010-1557-3,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,assessment_language; missing_abstract; clear_assessment_title,no,rule_based_triage,,no
"VRD1470|Corrigendum to A succinct overview of virtual reality technology use in Alzheimer's disease. [Front. Aging Neurosci., 7, 80, (2015)], doi: 10.3389/fnagi.2015.00080",VRD1470,Embase,"Corrigendum to A succinct overview of virtual reality technology use in Alzheimer's disease. [Front. Aging Neurosci., 7, 80, (2015)], doi: 10.3389/fnagi.2015.00080",NA,NA,2015,Front. Aging Neurosci,NA,10.3389/fnagi.2015.00235,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Correction/corrigendum or conference collection rather than a primary study,dementia_population; vr_technology; review; missing_abstract; title_dementia_population; title_vr_technology,no,rule_based_triage,,no
VRD0326|Corrigendum: A succinct overview of virtual reality technology use in Alzheimer's disease.,VRD0326,PubMed,Corrigendum: A succinct overview of virtual reality technology use in Alzheimer's disease.,"This corrects the article on p. 80 in vol. 7, PMID: 26029101.].",García-Betances RI; Arredondo Waldmeyer MT; Fico G; Cabrera-Umpiérrez MF,NA,Frontiers in aging neuroscience,Published Erratum,NA,26696887,FALSE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Correction/corrigendum or conference collection rather than a primary study,dementia_population; vr_technology; review; title_dementia_population; title_vr_technology,no,rule_based_triage,,no
VRD1383|Corrigendum: Regulate vesicle trafficking in amyotrophic lateral sclerosis and frontotemporal dementia (Brain (2017) 140 DOI: 10.1093/brain/awx024),VRD1383,Embase,Corrigendum: Regulate vesicle trafficking in amyotrophic lateral sclerosis and frontotemporal dementia (Brain (2017) 140 DOI: 10.1093/brain/awx024),NA,NA,2018,Brain,NA,10.1093/brain/awx078,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Correction/corrigendum or conference collection rather than a primary study,dementia_population; missing_abstract; title_dementia_population,no,rule_based_triage,,no
VRD1119|Cost-Effectiveness of the Comprehensive Interdisciplinary Program-Care in Informal Caregivers of People with Alzheimer’s Disease,VRD1119,Embase,Cost-Effectiveness of the Comprehensive Interdisciplinary Program-Care in Informal Caregivers of People with Alzheimer’s Disease,NA,NA,2022,Int. J. Environ. Res. Public Health,NA,10.3390/ijerph192215243,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit VR term in title and no abstract available,dementia_population; psychosocial_component; intervention_language; missing_abstract; title_dementia_population; patient_participant_phrase,no,rule_based_triage,,no
VRD1496|Current state-of-the-art for virtual screening and docking methods,VRD1496,Embase,Current state-of-the-art for virtual screening and docking methods,NA,NA,2014,New Dev. Med. Chem,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract; clear_assessment_title,no,rule_based_triage,,no
"VRD1371|DEMENTIA EDUCATION WITH AND WITHOUT VIRTUAL REALITY (VR) EXPERIENCES TO INCREASE KNOWLEDGE, BUILD EMPATHY, CHANGE ATTITUDE AND IMPROVE CARE PRACTICE",VRD1371,Embase,"DEMENTIA EDUCATION WITH AND WITHOUT VIRTUAL REALITY (VR) EXPERIENCES TO INCREASE KNOWLEDGE, BUILD EMPATHY, CHANGE ATTITUDE AND IMPROVE CARE PRACTICE",NA,NA,2018,Alzheimer's Dementia,NA,10.1016/j.jalz.2018.06.2017,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,high,"Intervention targets the public, students, staff, or caregivers rather than people with dementia",dementia_population; vr_technology; intervention_language; non_patient_target; missing_abstract; title_dementia_population; title_vr_technology,no,rule_based_triage,,no
VRD1051|DUAL-Rehab: Dual-task meets 360° Technology in an Innovative Instrument,VRD1051,Embase,DUAL-Rehab: Dual-task meets 360° Technology in an Innovative Instrument,NA,NA,2023,Annu. Rev. Cyber Ther. Telemedicine,NA,NA,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
VRD1578|Decline and compensation in aging brain and cognition: Promises and constraints,VRD1578,Embase,Decline and compensation in aging brain and cognition: Promises and constraints,NA,NA,2009,Neuropsychol. Rev,NA,10.1007/s11065-009-9122-1,NA,FALSE,NA,NA,NA,NA,,,excluded,wrong_population,medium,No dementia term in title and no abstract available,missing_abstract,no,rule_based_triage,,no
